Set	Size	Count	z-score	Adj. z-score	Adj. p-value	Adj. q-value	List of genes
KEGG_SMALL_CELL_LUNG_CANCER	84	81	3.67732	3.36106	0.000388222	0.0186197	CDKN2B(3.94603); CHUK(3.12509); CCNE2(2.46563); E2F3(2.38499); LAMA1(2.19347); NFKB1(1.9519); CDK6(1.91294); TRAF5(1.61576); TP53(1.53647); PTK2(1.41268); ITGA2(1.27534); LAMB3(1.17333); CDKN1B(1.10316); AKT2(0.947394); PIK3R3(0.898754); LAMC1(0.886513); COL4A1(0.847353); LAMC3(0.826523); COL4A2(0.764921); CCND1(0.763817); PIK3CA(0.740005); RELA(0.681872); PIK3CD(0.669393); LAMB1(0.576826); AKT3(0.573376); ITGAV(0.518723); CYCS(0.391863); BCL2(0.381764); ITGA6(0.349575); RARB(0.349482); FHIT(0.285792); MAX(0.260778); PIK3CG(0.249449); PTEN(0.243819); MYC(0.242354); FN1(0.237149); PIAS3(0.196274); LAMA4(0.191997); APAF1(0.159055); TRAF2(0.140714); TRAF3(0.130985); BIRC3(0.102823); BIRC2(0.060286); SKP2(0.0173316); PIK3R1(0.00731657); NOS2(-0.0432603); PTGS2(-0.0991059); RXRB(-0.105053); PIAS2(-0.129194); LAMC2(-0.15026); PIK3R2(-0.167603); LAMA2(-0.170638); E2F1(-0.193662); RXRG(-0.20311); CDK4(-0.240174); CKS1B(-0.269628); CASP9(-0.288016); COL4A4(-0.304275); RB1(-0.304368); PIK3CB(-0.339528); LAMB4(-0.374899); CDK2(-0.384698); E2F2(-0.41864); ITGB1(-0.450603); TRAF1(-0.463887); PIAS1(-0.513939); ITGA3(-0.520469); PIK3R5(-0.528945); PIAS4(-0.620029); RXRA(-0.626136); CCNE1(-0.683835); NFKBIA(-0.721273); IKBKB(-0.731113); TRAF6(-0.736632); AKT1(-0.790536); LAMA5(-0.8193); LAMA3(-0.90849); ITGA2B(-0.948621); TRAF4(-0.956435); LAMB2(-0.959383); BCL2L1(-0.985854); 
REACTOME_ALPHA_LINOLENIC_ACID_ALA_METABOLISM	12	10	2.8573	3.30195	0.000480084	0.0217647	ACSL1(2.41226); FADS2(1.96384); FADS1(1.64122); ELOVL5(0.816075); SCP2(0.687133); ACAA1(0.315767); ELOVL2(0.304769); ACOT8(0.234059); ACOX1(-0.00988122); HSD17B4(-0.353153); 
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	120	110	3.49099	3.30715	0.000471248	0.0217647	KCNJ11(3.90211); ABCC8(3.60728); ADCY5(3.5033); AGPAT1(2.71978); GIP(2.53896); KCNS3(2.45263); GLP1R(2.39336); ADCY7(1.99045); GNAO1(1.86872); GRP(1.72365); PRKACG(1.68966); SLC2A2(1.63646); PRKACB(1.62241); KCNC2(1.62001); ADCY2(1.42049); GNB4(1.23463); GNA11(1.20197); PRKAR1A(1.03984); INS(0.84002); ADCY8(0.812018); ACACB(0.778759); MLXIPL(0.714858); GNG2(0.704421); ACACA(0.700376); TALDO1(0.697098); ITPR3(0.673188); SNAP25(0.649187); GNGT2(0.634312); GNG13(0.560113); GATA4(0.523061); PRKAG2(0.511976); RAPGEF4(0.44438); SEC11A(0.358808); PKLR(0.346418); PLCB3(0.340925); ADRA2A(0.312826); GNA14(0.309399); GNG10(0.295593); GNB3(0.28953); ADCY1(0.285626); CHRM3(0.284857); GNAQ(0.271586); ISL1(0.231841); DPP4(0.162537); SPCS2(0.16182); GNAI1(0.143337); PRKACA(0.12355); SPCS1(0.110423); GNAS(0.09822); CACNB2(0.0810299); ADCY9(0.054446); ITPR2(-0.00827742); GNGT1(-0.0249133); GNG11(-0.0269033); PPP2R1A(-0.0563057); GNA15(-0.0784698); SPCS3(-0.0918938); PAX6(-0.106231); PPP2R5D(-0.128737); PLCB1(-0.128845); GNG5(-0.140509); IQGAP1(-0.193064); PRKAB2(-0.1967); ADCY6(-0.205425); GNB5(-0.226998); PPP2CB(-0.230591); FFAR1(-0.232597); PRKCA(-0.252342); GCG(-0.260091); CACNA1A(-0.266261); LEP(-0.2663); FASN(-0.269099); PRKAA2(-0.300616); CDX2(-0.306822); CTNNB1(-0.32477); STK11(-0.328453); RAPGEF3(-0.335265); TKT(-0.360305); RAP1A(-0.385497); KCNB1(-0.409089); GNG7(-0.416436); MARCKS(-0.478134); PLCB2(-0.48163); PRKAR2B(-0.504527); VAMP2(-0.514471); GNG3(-0.515991); ADCY4(-0.520086); SLC2A1(-0.540421); KCNG2(-0.546655); ACLY(-0.547139); SLC25A4(-0.577566); RAP1B(-0.60113); GNG4(-0.627685); MLX(-0.647732); SYT5(-0.650046); STXBP1(-0.653766); PCSK1(-0.685343); ADCY3(-0.700655); GNB2(-0.709362); PPP2R1B(-0.719635); PRKAR2A(-0.760574); GNG8(-0.762539); AKAP5(-0.773149); CACNB3(-0.793025); SEC11C(-0.795199); GNB1(-0.817714); GNAI2(-0.837638); STX1A(-0.840451); PPP2CA(-0.863361); GNG12(-0.882543); 
KEGG_DILATED_CARDIOMYOPATHY	92	87	4.04235	3.22673	0.00062606	0.0269206	ADCY5(3.5033); TNF(3.33523); ITGA5(2.07393); ADCY7(1.99045); MYL3(1.88653); ITGB6(1.88504); PRKACG(1.68966); PRKACB(1.62241); ADCY2(1.42049); SGCG(1.31793); ITGA2(1.27534); SGCD(1.27363); CACNA1D(1.21595); ITGA1(1.19382); TTN(1.16223); CACNG3(1.12382); ITGA7(1.12278); TNNC1(1.07837); TPM2(1.04975); PLN(0.934792); TNNT2(0.887094); ADCY8(0.812018); CACNA2D3(0.739564); CACNG4(0.690438); ITGA4(0.564047); CACNA1C(0.531858); ITGAV(0.518723); SLC8A1(0.404543); CACNA1S(0.39783); ADRB1(0.396103); ITGA6(0.349575); CACNA2D1(0.321242); ACTC1(0.31511); RYR2(0.304096); CACNG5(0.28682); ADCY1(0.285626); ITGA9(0.2725); ITGB8(0.238231); ITGB4(0.219561); ITGA10(0.175335); PRKACA(0.12355); GNAS(0.09822); CACNG2(0.0855511); CACNB2(0.0810299); ACTB(0.0800898); ITGA8(0.0681786); ADCY9(0.054446); CACNA2D4(0.0534883); TPM1(0.0305538); TNNI3(0.0300648); SGCA(0.0221467); ITGB5(-0.0194629); ITGB7(-0.0781546); MYH7(-0.151143); DAG1(-0.152549); LAMA2(-0.170638); MYH6(-0.172416); ADCY6(-0.205425); CACNG6(-0.236595); SGCB(-0.267129); ITGA11(-0.309905); MYL2(-0.340154); IGF1(-0.355211); TGFB2(-0.384374); ITGB3(-0.384805); LMNA(-0.426475); MYBPC3(-0.449024); ITGB1(-0.450603); CACNA2D2(-0.517672); ADCY4(-0.520086); ITGA3(-0.520469); ATP2A2(-0.520829); CACNB4(-0.582992); TGFB3(-0.643113); TPM3(-0.645342); TPM4(-0.651446); CACNG8(-0.652706); CACNG1(-0.663151); ADCY3(-0.700655); DES(-0.716146); CACNG7(-0.720115); ACTG1(-0.723059); TGFB1(-0.744477); CACNB3(-0.793025); CACNB1(-0.797931); ITGA2B(-0.948621); DMD(-2.52083); 
BIOCARTA_ASBCELL_PATHWAY	12	11	2.76523	3.22578	0.000628138	0.0269206	HLA-DRB1(4.31249); HLA-DRA(3.24383); IL2(1.5333); IL4(0.289637); CD80(0.161864); CD4(0.149542); CD28(-0.11863); FASLG(-0.18886); CD40(-0.260873); FAS(-0.431352); IL10(-0.489542); 
BIOCARTA_CSK_PATHWAY	24	21	3.11461	3.20322	0.000679493	0.0273332	HLA-DRB1(4.31249); HLA-DRA(3.24383); PRKACG(1.68966); PRKACB(1.62241); CD3D(1.13638); CD3G(1.10878); PRKAR1A(1.03984); ADCY1(0.285626); CD247(0.240604); CD4(0.149542); GNAS(0.09822); GNGT1(-0.0249133); CSK(-0.0994637); CD3E(-0.2109); CREBBP(-0.268873); ZAP70(-0.297587); PTPRC(-0.34449); LCK(-0.408935); PRKAR2B(-0.504527); PRKAR2A(-0.760574); GNB1(-0.817714); 
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	22	22	2.78496	3.1827	0.000729535	0.0284291	HSD17B12(2.45955); FADS2(1.96384); SCD5(1.85605); FADS1(1.64122); PTPLA(1.32364); ELOVL5(0.816075); ACOT1(0.608754); SCD(0.583065); PECR(0.549661); ACOT2(0.472304); BAAT(0.449432); ACOX3(0.40863); ACAA1(0.315767); ELOVL2(0.304769); ACOT4(0.138448); ACOX1(-0.00988122); HADHA(-0.143124); TECR(-0.226362); ELOVL6(-0.230064); YOD1(-0.305258); PTPLB(-0.751303); ACOT7(-0.852719); 
KEGG_VIBRIO_CHOLERAE_INFECTION	56	51	3.09821	3.16624	0.000772105	0.0291762	KCNQ1(4.76635); ATP6V1G2(3.32627); PLCG1(2.98526); PRKACG(1.68966); PRKACB(1.62241); SLC12A2(1.59945); ATP6V0E1(1.35688); PRKCB(1.3141); ATP6V1E1(1.24979); TJP2(1.18); ATP6V0A2(1.04121); MUC2(0.937987); KDELR2(0.766218); SEC61G(0.730903); SEC61A2(0.653582); KDELR1(0.491581); TJP1(0.393283); ATP6V1G1(0.32537); ATP6V1E2(0.216272); PLCG2(0.185082); PRKACA(0.12355); GNAS(0.09822); ACTB(0.0800898); ADCY9(0.054446); ARF1(0.0498803); ATP6V0A4(-0.0185593); ATP6V1H(-0.0624986); ATP6V0A1(-0.0661083); ATP6V1C1(-0.23915); ATP6V1B2(-0.239927); ATP6V1G3(-0.247782); ATP6V1A(-0.248957); PRKCA(-0.252342); TCIRG1(-0.289026); ATP6V0E2(-0.293427); PRKCG(-0.311495); CFTR(-0.334928); ATP6V0D1(-0.349461); ATP6V0B(-0.365852); ATP6V1F(-0.378871); ATP6V1B1(-0.396963); KDELR3(-0.411526); PDIA4(-0.415713); SEC61B(-0.433338); ATP6V0D2(-0.483009); ERO1L(-0.487298); ADCY3(-0.700655); ACTG1(-0.723059); ATP6V1C2(-0.753719); SEC61A1(-0.780129); ATP6V1D(-0.921203); 
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	14	13	3.46972	3.14189	0.000839307	0.0307828	CFB(3.35729); C2(3.25766); CFI(1.48268); C4A(1.21126); PROS1(1.1159); C3(0.768203); CFHR3(0.495718); CFH(-0.112009); C4BPB(-0.229696); C4BPA(-0.307643); CD46(-0.442846); CR1(-0.515902); CD55(-1.41091); 
PID_LYSOPHOSPHOLIPID_PATHWAY	66	65	3.61471	3.13248	0.000866688	0.0308789	ADCY5(3.5033); BCAR1(3.39143); PLCG1(2.98526); ADCY7(1.99045); NFKB1(1.9519); GNAO1(1.86872); ADCY2(1.42049); PTK2(1.41268); MAPT(1.23781); FOS(1.23295); GNA11(1.20197); GAB1(1.015); PTK2B(1.00923); GNAI3(0.866894); LPAR2(0.834959); ADCY8(0.812018); LPAR3(0.725027); GNG2(0.704421); RELA(0.681872); IL6(0.621384); TIAM1(0.528044); MMP2(0.525664); PXN(0.494265); HBEGF(0.482001); JUN(0.448917); LPAR1(0.424199); LYN(0.384916); PLCB3(0.340925); GNA14(0.309399); ADCY1(0.285626); GNAQ(0.271586); GSK3B(0.144671); GNAI1(0.143337); ADCY9(0.054446); PRKD1(0.0494473); PIK3R1(0.00731657); CASP3(-0.00632708); EGFR(-0.0142748); ADRA1B(-0.0584809); GNA12(-0.0691284); GNA15(-0.0784698); SRC(-0.173469); RAC1(-0.183129); ADCY6(-0.205425); PRKCE(-0.256039); IL8(-0.275308); PIK3CB(-0.339528); PRKCD(-0.387895); CRK(-0.486491); ADCY4(-0.520086); SLC9A3R2(-0.539472); HRAS(-0.621128); GNA13(-0.630079); ARHGEF1(-0.686663); ADCY3(-0.700655); NFKBIA(-0.721273); AKT1(-0.790536); GNB1(-0.817714); GNAI2(-0.837638); MMP9(-0.879449); PLD2(-0.881664); TRIP6(-0.889076); MAGI3(-0.952272); GNAZ(-1.11292); RHOA(-1.31259); 
PID_AVB3_OPN_PATHWAY	31	31	2.87505	3.11588	0.00091697	0.0317577	BCAR1(3.39143); CHUK(3.12509); NFKB1(1.9519); PLAU(1.47627); VAV3(1.3241); FOS(1.23295); PTK2B(1.00923); MAP3K1(0.903983); PIK3CA(0.740005); RELA(0.681872); MMP2(0.525664); ITGAV(0.518723); JUN(0.448917); GSN(0.428368); SPP1(0.415318); MAPK1(0.309425); ILK(0.299956); PIP5K1A(0.236995); PIK3R1(0.00731657); MAPK3(-0.0304901); SYK(-0.130531); CDC42(-0.144984); RAC1(-0.183129); MAPK8(-0.277255); ITGB3(-0.384805); CD44(-0.403456); ROCK2(-0.545883); NFKBIA(-0.721273); MAP3K14(-0.855845); MMP9(-0.879449); RHOA(-1.31259); 
REACTOME_REGULATION_OF_INSULIN_SECRETION	93	85	3.16772	3.11593	0.000916823	0.0317577	KCNJ11(3.90211); ABCC8(3.60728); ADCY5(3.5033); GIP(2.53896); KCNS3(2.45263); GLP1R(2.39336); GNAO1(1.86872); GRP(1.72365); PRKACG(1.68966); SLC2A2(1.63646); PRKACB(1.62241); KCNC2(1.62001); GNB4(1.23463); GNA11(1.20197); PRKAR1A(1.03984); INS(0.84002); ADCY8(0.812018); GNG2(0.704421); ITPR3(0.673188); SNAP25(0.649187); GNGT2(0.634312); GNG13(0.560113); GATA4(0.523061); RAPGEF4(0.44438); SEC11A(0.358808); PLCB3(0.340925); ADRA2A(0.312826); GNA14(0.309399); GNG10(0.295593); GNB3(0.28953); CHRM3(0.284857); GNAQ(0.271586); ISL1(0.231841); DPP4(0.162537); SPCS2(0.16182); GNAI1(0.143337); PRKACA(0.12355); SPCS1(0.110423); GNAS(0.09822); CACNB2(0.0810299); ITPR2(-0.00827742); GNGT1(-0.0249133); GNG11(-0.0269033); GNA15(-0.0784698); SPCS3(-0.0918938); PAX6(-0.106231); PLCB1(-0.128845); GNG5(-0.140509); IQGAP1(-0.193064); ADCY6(-0.205425); GNB5(-0.226998); FFAR1(-0.232597); PRKCA(-0.252342); GCG(-0.260091); CACNA1A(-0.266261); LEP(-0.2663); CDX2(-0.306822); CTNNB1(-0.32477); RAPGEF3(-0.335265); RAP1A(-0.385497); KCNB1(-0.409089); GNG7(-0.416436); MARCKS(-0.478134); PLCB2(-0.48163); PRKAR2B(-0.504527); VAMP2(-0.514471); GNG3(-0.515991); SLC2A1(-0.540421); KCNG2(-0.546655); SLC25A4(-0.577566); RAP1B(-0.60113); GNG4(-0.627685); SYT5(-0.650046); STXBP1(-0.653766); PCSK1(-0.685343); GNB2(-0.709362); PRKAR2A(-0.760574); GNG8(-0.762539); AKAP5(-0.773149); CACNB3(-0.793025); SEC11C(-0.795199); GNB1(-0.817714); GNAI2(-0.837638); STX1A(-0.840451); GNG12(-0.882543); 
REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_BETA_CELLS	20	20	2.30805	3.08642	0.00101292	0.0332399	HNF1A(4.45469); SLC2A2(1.63646); GCK(1.25049); PDX1(1.17129); IAPP(1.15818); HNF4A(1.0316); AKT2(0.947394); INS(0.84002); FOXO1(0.803782); FOXA3(0.760442); AKT3(0.573376); PKLR(0.346418); PAX6(-0.106231); FOXA2(-0.312552); NKX2-2(-0.436052); MAFA(-0.575724); HNF4G(-0.606358); NEUROD1(-0.606445); AKT1(-0.790536); NKX6-1(-1.02104); 
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	18	16	3.14996	3.07379	0.00105678	0.0337899	ADCY5(3.5033); ADCY7(1.99045); PRKACG(1.68966); PRKACB(1.62241); ADCY2(1.42049); PRKAR1A(1.03984); ADCY8(0.812018); ADCY1(0.285626); PRKACA(0.12355); ADCY9(0.054446); ADCY6(-0.205425); CREB1(-0.460857); PRKAR2B(-0.504527); ADCY4(-0.520086); ADCY3(-0.700655); PRKAR2A(-0.760574); 
BIOCARTA_CTLA4_PATHWAY	21	19	2.77201	3.04815	0.00115128	0.0358911	HLA-DRB1(4.31249); HLA-DRA(3.24383); IL2(1.5333); CD3D(1.13638); CD3G(1.10878); PIK3CA(0.740005); ICOSLG(0.736393); PTPN11(0.294662); CD247(0.240604); CD80(0.161864); PIK3R1(0.00731657); CTLA4(0.00221838); CD28(-0.11863); CD3E(-0.2109); ITK(-0.256617); LCK(-0.408935); CD86(-0.669894); ICOS(-0.675673); GRB2(-1.04866); 
PID_RXR_VDR_PATHWAY	26	26	3.49205	3.03746	0.00119292	0.0362824	PPARG(6.19906); TNF(3.33523); FAM120B(1.286); VDR(0.942229); NR1H4(0.880494); SREBF1(0.757962); ABCA1(0.484578); BCL2(0.381764); NR4A1(0.359736); RARA(0.356128); RARB(0.349482); THRB(0.274464); MED1(0.242362); NCOR2(0.213472); PPARD(0.204198); PPARA(0.0408768); RARG(-0.069436); RXRB(-0.105053); RXRG(-0.20311); NCOA1(-0.247813); RPS6KB1(-0.445171); THRA(-0.453636); RXRA(-0.626136); NR1H2(-0.725723); TGFB1(-0.744477); NR1H3(-0.922162); 
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	13	11	3.25243	3.02849	0.00122888	0.036486	NOTCH4(2.79768); NOTCH2(1.63191); KAT2A(0.994962); SNW1(0.94403); MAML1(0.843113); KAT2B(0.684851); MAML3(0.254355); MAML2(0.176378); RBPJ(-0.081855); CREBBP(-0.268873); NOTCH3(-0.283643); 
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	48	46	2.90214	3.01326	0.00129229	0.0368368	HLA-DRB1(4.31249); HLA-DQA1(4.05141); HLA-DRA(3.24383); LTBR(1.62864); IL2(1.5333); HLA-DQA2(1.53103); IL5(0.817658); ICOSLG(0.736393); HLA-DQB1(0.708976); HLA-DMA(0.649646); HLA-DMB(0.645202); IL6(0.621384); ITGA4(0.564047); CCL25(0.520687); CXCL12(0.456055); AICDA(0.386838); CXCR4(0.361795); HLA-DOB(0.31108); IL4(0.289637); HLA-DRB4(0.245085); IL15RA(0.201814); HLA-DRB3(0.191903); CD80(0.161864); IL15(0.102636); TNFSF13(0.0464062); HLA-DOA(0.0128029); CCL28(-0.0712669); HLA-DPA1(-0.071606); ITGB7(-0.0781546); CD28(-0.11863); TNFSF13B(-0.247782); CD40(-0.260873); TNFRSF13B(-0.310683); CCR9(-0.31302); TNFRSF17(-0.344817); MADCAM1(-0.452814); IL10(-0.489542); HLA-DPB1(-0.50565); TNFRSF13C(-0.507464); CD86(-0.669894); ICOS(-0.675673); CCR10(-0.716437); CCL27(-0.725384); TGFB1(-0.744477); PIGR(-0.775074); MAP3K14(-0.855845); 
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES	27	25	3.18608	3.01848	0.00127023	0.0368368	HLA-DRB1(4.31249); HLA-DQA1(4.05141); PLCG1(2.98526); HLA-DQA2(1.53103); CD3D(1.13638); CD3G(1.10878); FYB(0.988987); GRAP2(0.553834); CD247(0.240604); HLA-DRB3(0.191903); CD4(0.149542); ENAH(-0.0607125); HLA-DPA1(-0.071606); CD3E(-0.2109); ITK(-0.256617); ZAP70(-0.297587); VASP(-0.330542); PAK1(-0.36475); LCP2(-0.387134); LCK(-0.408935); EVL(-0.489704); HLA-DPB1(-0.50565); LAT(-0.608179); PAK2(-0.777755); NCK1(-1.01167); 
BIOCARTA_VIP_PATHWAY	29	25	2.77514	2.99292	0.00138162	0.0382862	CHUK(3.12509); PLCG1(2.98526); NFKB1(1.9519); PRKACG(1.68966); PRKACB(1.62241); EGR2(1.31533); PRKAR1A(1.03984); MAP3K1(0.903983); PPP3CA(0.877954); RELA(0.681872); NFATC1(0.502222); GNAQ(0.271586); NFATC2(0.261415); MYC(0.242354); EGR3(-0.0209797); CALM1(-0.0768233); CALM2(-0.314883); VIP(-0.493032); PRKAR2B(-0.504527); PPP3CC(-0.640544); NFKBIA(-0.721273); VIPR2(-0.734657); PRKAR2A(-0.760574); PPP3CB(-0.843689); CALM3(-0.990701); 
KEGG_ECM_RECEPTOR_INTERACTION	84	83	3.75892	2.97879	0.00144693	0.0392243	TNXB(3.37719); LAMA1(2.19347); ITGA5(2.07393); SDC2(2.03302); ITGB6(1.88504); SV2A(1.69047); IBSP(1.5994); COL6A1(1.56287); COL2A1(1.40345); SV2C(1.35852); ITGA2(1.27534); ITGA1(1.19382); LAMB3(1.17333); ITGA7(1.12278); SDC4(1.05883); LAMC1(0.886513); COL6A6(0.876912); COL4A1(0.847353); THBS3(0.829736); LAMC3(0.826523); COL11A2(0.811697); COL4A2(0.764921); CD47(0.599793); LAMB1(0.576826); ITGA4(0.564047); ITGAV(0.518723); CHAD(0.474458); THBS4(0.454037); SPP1(0.415318); ITGA6(0.349575); GP9(0.3286); TNC(0.287585); ITGA9(0.2725); ITGB8(0.238231); FN1(0.237149); ITGB4(0.219561); LAMA4(0.191997); ITGA10(0.175335); GP1BB(0.152165); SV2B(0.13812); RELN(0.0752613); ITGA8(0.0681786); TNR(0.0389736); GP6(0.00839302); ITGB5(-0.0194629); COL1A1(-0.0376838); COL5A1(-0.0623794); ITGB7(-0.0781546); CD36(-0.129199); COL11A1(-0.137378); LAMC2(-0.15026); DAG1(-0.152549); SDC3(-0.163219); HMMR(-0.165555); LAMA2(-0.170638); COL3A1(-0.223115); GP1BA(-0.249809); SDC1(-0.275259); COL4A4(-0.304275); ITGA11(-0.309905); VWF(-0.330816); COMP(-0.343911); THBS2(-0.344573); COL5A3(-0.345696); LAMB4(-0.374899); ITGB3(-0.384805); COL1A2(-0.388339); CD44(-0.403456); VTN(-0.421349); ITGB1(-0.450603); COL5A2(-0.452084); ITGA3(-0.520469); COL6A3(-0.595882); COL6A2(-0.618048); TNN(-0.721965); LAMA5(-0.8193); LAMA3(-0.90849); ITGA2B(-0.948621); THBS1(-0.952969); LAMB2(-0.959383); HSPG2(-0.977516); AGRN(-1.06615); GP5(-1.06796); 
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION	24	24	2.53779	2.94278	0.00162641	0.0431517	RARS(3.88246); CARS(2.41951); EEF1E1(2.01); VARS(1.86008); SARS(1.48463); IARS(0.972229); GARS(0.948822); KARS(0.938618); FARSA(0.689331); PPA1(0.590729); NARS(0.50697); WARS(0.492215); LARS(0.35086); HARS(0.213567); AIMP1(0.198531); DARS(-0.195135); YARS(-0.475782); MARS(-0.507457); AIMP2(-0.522273); FARSB(-0.626207); QARS(-0.945456); EPRS(-0.964396); TARS(-1.05611); AARS(-1.31176); 
REACTOME_ION_CHANNEL_TRANSPORT	55	48	3.56323	2.85596	0.00214538	0.0557351	ATP2C1(1.58711); GABRR2(1.55634); ATP9A(1.54848); ATP2C2(1.46735); ATP12A(1.3642); ATP9B(1.23918); ATP2B2(1.22971); GLRA3(1.1884); ATP4A(0.980379); GLRA1(0.832953); ATP10D(0.802514); HTR3C(0.794223); GABRG3(0.729127); ATP11A(0.678402); FXYD2(0.673639); ATP2A3(0.658937); ATP10A(0.616472); ATP4B(0.52936); ATP8B3(0.477839); ATP8A1(0.355705); ATP1A2(0.352747); ATP1B2(0.293229); ATP8B4(0.210482); ATP1B3(0.208661); GABRA2(0.204165); ATP8A2(0.202036); GABRA4(0.128679); GABRR1(0.109664); ATP1B1(0.0913953); GABRB2(0.0842249); ATP7B(0.068719); ATP1A4(0.0219148); GLRB(0.0138718); GABRG2(-0.00859146); ATP8B1(-0.0162064); ATP10B(-0.0310087); ATP1A1(-0.0518583); GABRB1(-0.0729343); GABRA5(-0.0881916); HTR3A(-0.153477); HTR3B(-0.176186); ATP2A2(-0.520829); GABRA1(-0.628273); ATP11B(-0.650802); GABRB3(-0.675994); GABRA6(-0.702732); ATP2A1(-1.2934); ATP1A3(-1.35828); 
PID_LPA4_PATHWAY	15	14	3.21844	2.8243	0.00236922	0.0590916	ADCY5(3.5033); ADCY7(1.99045); RPS6KA5(1.94967); ADCY2(1.42049); ADCY8(0.812018); ADCY1(0.285626); PRKACA(0.12355); GNAL(0.0716391); ADCY9(0.054446); ADCY6(-0.205425); PRKCE(-0.256039); CREB1(-0.460857); ADCY4(-0.520086); ADCY3(-0.700655); 
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	34	30	3.2748	2.83075	0.00232196	0.0590916	ATP2C1(1.58711); ATP9A(1.54848); ATP2C2(1.46735); ATP12A(1.3642); ATP9B(1.23918); ATP2B2(1.22971); ATP4A(0.980379); ATP10D(0.802514); ATP11A(0.678402); FXYD2(0.673639); ATP2A3(0.658937); ATP10A(0.616472); ATP4B(0.52936); ATP8B3(0.477839); ATP8A1(0.355705); ATP1A2(0.352747); ATP1B2(0.293229); ATP8B4(0.210482); ATP1B3(0.208661); ATP8A2(0.202036); ATP1B1(0.0913953); ATP7B(0.068719); ATP1A4(0.0219148); ATP8B1(-0.0162064); ATP10B(-0.0310087); ATP1A1(-0.0518583); ATP2A2(-0.520829); ATP11B(-0.650802); ATP2A1(-1.2934); ATP1A3(-1.35828); 
REACTOME_ADENYLATE_CYCLASE_ACTIVATING_PATHWAY	10	10	3.05059	2.77285	0.00277841	0.0679347	ADCY5(3.5033); ADCY7(1.99045); ADCY2(1.42049); ADCY8(0.812018); ADCY1(0.285626); GNAL(0.0716391); ADCY9(0.054446); ADCY6(-0.205425); ADCY4(-0.520086); ADCY3(-0.700655); 
BIOCARTA_G1_PATHWAY	28	28	2.40179	2.74466	0.00302872	0.072631	CDKN2B(3.94603); CDKN2A(3.39313); CDK6(1.91294); CDKN1A(1.74766); TP53(1.53647); CDKN1B(1.10316); CCND1(0.763817); CDK1(0.737894); TFDP1(0.715676); ABL1(0.502895); CDC25A(0.391891); CCNA1(0.239808); GSK3B(0.144671); ATR(0.0188044); SKP2(0.0173316); E2F1(-0.193662); SMAD4(-0.199858); CDK4(-0.240174); RB1(-0.304368); SMAD3(-0.321146); TGFB2(-0.384374); CDK2(-0.384698); TGFB3(-0.643113); ATM(-0.644324); DHFR(-0.650581); CCNE1(-0.683835); TGFB1(-0.744477); HDAC1(-0.782723); 
REACTOME_DOWNSTREAM_TCR_SIGNALING	37	34	2.77143	2.7178	0.00328592	0.0773122	HLA-DRB1(4.31249); HLA-DQA1(4.05141); CHUK(3.12509); HLA-DQA2(1.53103); CD3D(1.13638); CD3G(1.10878); TMEM189-UBE2V1(0.84584); PRKCQ(0.81822); PIK3CA(0.740005); RELA(0.681872); MAP3K7(0.604395); TRAT1(0.556882); PTEN(0.243819); CD247(0.240604); HLA-DRB3(0.191903); CD4(0.149542); CARD11(0.0982007); PIK3R1(0.00731657); HLA-DPA1(-0.071606); PIK3R2(-0.167603); CD3E(-0.2109); TAB2(-0.238299); RIPK2(-0.336862); PIK3CB(-0.339528); LCK(-0.408935); UBE2N(-0.494611); HLA-DPB1(-0.50565); MALT1(-0.596978); LOC646626(-0.64228); NFKBIA(-0.721273); IKBKB(-0.731113); TRAF6(-0.736632); BCL10(-0.768258); PDPK1(-1.51315); 
BIOCARTA_INFLAM_PATHWAY	29	28	2.1603	2.69796	0.0034883	0.0805538	HLA-DRB1(4.31249); LTA(3.33958); TNF(3.33523); HLA-DRA(3.24383); IL2(1.5333); IL5(0.817658); IL6(0.621384); IL4(0.289637); CD4(0.149542); IFNA1(0.105988); IL15(0.102636); IFNB1(0.0548596); CSF3(-0.0777722); IL1A(-0.232087); IL13(-0.252541); IL8(-0.275308); TGFB2(-0.384374); IL3(-0.44356); IFNG(-0.446851); CSF2(-0.449999); IL7(-0.457431); IL10(-0.489542); CSF1(-0.508154); IL11(-0.525031); IL12A(-0.545537); IL12B(-0.627472); TGFB3(-0.643113); TGFB1(-0.744477); 
